project	totalCases	success_passed	success_fail	exception_passed	exception_fail
king	29	12	7	10	0
king	29	11	8	10	0
king	29	6	13	10	0
king	29	11	8	10	0
king	29	11	8	10	0
king	29	12	7	10	0
king	29	8	11	10	0
king	29	11	8	10	0
king	29	11	8	10	0
king	29	13	6	10	0
king	29	11	8	10	0
king	29	11	8	10	0
king	29	12	7	10	0
king	29	10	9	10	0
king	29	7	12	10	0
king	29	11	8	10	0
king	29	11	8	10	0
king	29	10	9	10	0
king	29	11	8	10	0
king	29	11	8	10	0
king	29	11	8	10	0
king	29	11	8	10	0
king	29	11	8	10	0
king	29	12	7	10	0
king	29	10	9	10	0
king	29	10	9	10	0
king	29	11	8	10	0
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	23	21	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
left-gallery-token	63	24	20	17	2
liquid	47	15	16	8	8
liquid	47	13	18	9	7
liquid	47	14	17	8	8
liquid	47	12	19	8	8
liquid	47	13	18	8	8
liquid	47	14	17	8	8
liquid	47	15	16	8	8
liquid	47	13	18	9	7
liquid	47	13	18	8	8
liquid	47	13	18	8	8
liquid	47	14	17	9	7
liquid	47	15	16	8	8
liquid	47	13	18	8	8
liquid	47	14	17	9	7
liquid	47	14	17	9	7
liquid	47	16	15	8	8
liquid	47	14	17	8	8
liquid	47	13	18	8	8
liquid	47	13	18	9	7
liquid	47	13	18	9	7
liquid	47	14	17	9	7
liquid	47	13	18	9	7
liquid	47	14	17	9	7
liquid	47	14	17	9	7
liquid	47	14	17	8	8
liquid	47	14	17	8	8
liquid	47	15	16	8	8
liquid	47	13	18	9	7
liquid	47	14	17	8	8
liquid	47	13	18	8	8
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	10	11	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
minime	34	9	12	13	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
mvp	7	2	2	3	0
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	17	2
noia-token	51	16	16	18	1
noia-token	51	16	16	17	2
noia-token	51	17	15	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	17	2
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	17	15	17	2
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
noia-token	51	16	16	18	1
ponyBadges	30	12	8	10	0
ponyBadges	30	12	8	10	0
ponyBadges	30	12	8	10	0
ponyBadges	30	12	8	10	0
ponyBadges	30	6	14	10	0
ponyBadges	30	6	14	10	0
ponyBadges	30	12	8	10	0
ponyBadges	30	11	9	10	0
ponyBadges	30	11	9	10	0
ponyBadges	30	12	8	10	0
ponyBadges	30	12	8	10	0
ponyBadges	30	6	14	10	0
ponyBadges	30	12	8	10	0
ponyBadges	30	11	9	10	0
ponyBadges	30	9	11	10	0
ponyBadges	30	11	9	10	0
ponyBadges	30	11	9	10	0
ponyBadges	30	8	12	10	0
ponyBadges	30	11	9	10	0
ponyBadges	30	12	8	10	0
ponyBadges	30	12	8	10	0
ponyBadges	30	9	11	10	0
ponyBadges	30	6	14	10	0
ponyBadges	30	11	9	10	0
ponyBadges	30	12	8	10	0
ponyBadges	30	11	9	10	0
ponyBadges	30	6	14	10	0
ponyBadges	30	9	11	10	0
ponyBadges	30	9	11	10	0
ponyBadges	30	8	12	10	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	71	96	16	0
real-estate-marketplace	183	71	96	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	72	95	16	0
real-estate-marketplace	183	71	96	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	71	96	16	0
real-estate-marketplace	183	72	95	16	0
real-estate-marketplace	183	74	93	16	0
real-estate-marketplace	183	74	93	16	0
real-estate-marketplace	183	72	95	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	72	95	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	71	96	16	0
real-estate-marketplace	183	72	95	16	0
real-estate-marketplace	183	74	93	16	0
real-estate-marketplace	183	74	93	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	71	96	16	0
real-estate-marketplace	183	72	95	16	0
real-estate-marketplace	183	71	96	16	0
real-estate-marketplace	183	73	94	16	0
real-estate-marketplace	183	73	94	16	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
secretstore-acl	4	2	1	1	0
securities	76	1	28	38	9
securities	76	2	27	41	6
securities	74	2	25	37	10
securities	76	1	28	38	9
securities	76	2	27	44	3
securities	76	2	27	41	6
securities	76	1	28	40	7
securities	76	1	28	37	10
securities	76	2	27	37	10
securities	76	1	28	33	14
securities	76	1	28	39	8
securities	76	2	27	44	3
securities	76	2	27	39	8
securities	76	1	28	40	7
securities	76	1	28	36	11
securities	76	2	27	41	6
securities	76	1	28	39	8
securities	76	4	25	38	9
securities	74	3	24	39	8
securities	76	1	28	38	9
securities	76	1	28	41	6
securities	76	2	27	39	8
securities	76	3	26	43	4
securities	76	1	28	39	8
securities	76	3	26	41	6
securities	76	2	27	40	7
securities	76	1	28	37	10
securities	76	2	27	38	9
securities	76	2	27	40	7
securities	76	2	27	42	5
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	20	6	26	0
simple-shared-wallet	52	20	6	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
simple-shared-wallet	52	21	5	26	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	6	2	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	6	2	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
solidity-sigutils	8	7	1	0	0
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
splitter	28	14	1	12	1
swaps	35	12	15	2	6
swaps	35	13	14	2	6
swaps	35	12	15	1	7
swaps	35	12	15	2	6
swaps	35	12	15	1	7
swaps	35	14	13	2	6
swaps	35	13	14	2	6
swaps	35	13	14	2	6
swaps	35	13	14	2	6
swaps	35	12	15	2	6
swaps	35	13	14	1	7
swaps	35	12	15	2	6
swaps	35	12	15	2	6
swaps	35	13	14	2	6
swaps	35	12	15	2	6
swaps	35	12	15	2	6
swaps	35	12	15	2	6
swaps	35	13	14	2	6
swaps	35	12	15	2	6
swaps	35	12	15	2	6
swaps	35	12	15	2	6
swaps	35	12	15	1	7
swaps	35	12	15	2	6
swaps	35	12	15	2	6
swaps	35	12	15	2	6
swaps	35	12	15	2	6
swaps	35	12	15	2	6
swaps	35	12	15	2	6
swaps	35	13	14	2	6
swaps	35	12	15	2	6
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
swaps2	68	24	19	25	0
token	49	27	10	11	1
token	49	28	9	11	1
token	49	26	11	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	10	2
token	49	27	10	11	1
token	49	27	10	11	1
token	49	26	11	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	26	11	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
token	49	27	10	11	1
trickle-smart-contracts	21	5	5	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	5	5	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
trickle-smart-contracts	21	4	6	10	1
truffle	52	19	17	16	0
truffle	52	18	18	16	0
truffle	52	19	17	16	0
truffle	52	21	15	16	0
truffle	52	19	17	16	0
truffle	52	21	15	16	0
truffle	52	18	18	16	0
truffle	52	19	17	16	0
truffle	52	20	16	16	0
truffle	52	18	18	16	0
truffle	52	21	15	16	0
truffle	52	20	16	16	0
truffle	52	19	17	16	0
truffle	52	21	15	16	0
truffle	52	18	18	16	0
truffle	52	21	15	16	0
truffle	52	18	18	16	0
truffle	52	18	18	16	0
truffle	52	20	16	16	0
truffle	52	18	18	16	0
truffle	52	18	18	16	0
truffle	52	20	16	16	0
truffle	52	18	18	16	0
truffle	52	19	17	16	0
truffle	52	20	16	16	0
truffle	52	19	17	16	0
truffle	52	19	17	16	0
truffle	52	18	18	16	0
truffle	52	19	17	16	0
truffle	52	20	16	16	0
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	17	4	18	6
try-catch-solidity	45	16	5	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	16	5	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	16	5	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	16	5	18	6
try-catch-solidity	45	16	5	18	6
try-catch-solidity	45	16	5	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	16	5	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	17	4	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
try-catch-solidity	45	15	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	17	5	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	17	5	18	6
vvisp-klaytn-sample	46	17	5	18	6
vvisp-klaytn-sample	46	17	5	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	18	4	18	6
vvisp-klaytn-sample	46	17	5	18	6
vvisp-klaytn-sample	46	17	5	18	6
vvisp-klaytn-sample	46	17	5	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	17	5	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	17	5	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	17	5	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
vvisp-klaytn-sample	46	16	6	18	6
